0.006822,-0.01119
0.0499,0.01883
0.25,0.101
0.385,0.125
0.468,0.13
0.57,0.126
0.603,0.125
0.636,0.118
0.68,0.107
0.716,0.101
0.751,0.09026
0.793,0.08328
0.835,0.07165
0.868,0.05537
0.909,0.03908
0.939,0.0228
0.985,0.006512
1.016,-0.01443
1.053,-0.03071
1.091,-0.05049
1.126,-0.07259
1.159,-0.09352
1.198,-0.112
1.231,-0.14
1.266,-0.161
1.301,-0.182
1.337,-0.214
1.377,-0.24
1.407,-0.268
1.444,-0.296
1.481,-0.326
1.513,-0.354
1.544,-0.383
1.556,-0.394
1.612,-0.447
1.645,-0.476
1.683,-0.516
1.713,-0.55
1.754,-0.591
1.786,-0.637
1.811,-0.662
1.846,-0.702
1.883,-0.746
1.913,-0.787
1.941,-0.817
1.978,-0.867
2.015,-0.911
2.051,-0.96
2.078,-0.995
2.112,-1.042
2.128,-1.078
2.168,-1.128
2.195,-1.166
2.226,-1.214
2.275,-1.283
2.31,-1.336
2.342,-1.394
2.379,-1.444
2.411,-1.494
2.443,-1.556
2.47,-1.593
