-0.01534,-0.02173
-0.01318,-0.01573
-0.1071,-0.01162
-0.001668,-0.005039
0.02547,0.009764
0.06166,0.03690
0.09949,0.05171
0.131,0.06322
0.167,0.07638
0.192,0.07967
0.231,0.08871
0.259,0.09282
0.292,0.09447
0.323,0.09552
0.354,0.09921
0.392,0.101
0.427,0.09367
0.463,0.09183
0.492,0.08537
0.527,0.07706
0.563,0.07152
0.588,0.06045
0.625,0.04476
0.658,0.03276
0.690,0.01984
0.721,0.001384
0.748,-0.01707
0.778,-0.03184
0.812,-0.05399
0.844,-0.07429
0.872,-0.09644
0.906,-0.122
0.936,-0.144
0.971,-0.175
1.000,-0.197
1.028,-0.223
1.058,-0.251
1.080,-0.272
1.119,-0.312
1.154,-0.342
1.182,-0.376
1.209,-0.407
1.241,-0.440
1.269,-0.473
1.299,-0.512
1.331,-0.552
1.359,-0.584
1.389,-0.626
1.402,-0.655
1.450,-0.702
1.482,-0.749
1.514,-0.789
1.541,-0.824
1.570,-0.868
1.604,-0.912
1.632,-0.955
1.662,-1.008
1.700,-1.054
1.724,-1.099
1.750,-1.145
1.786,-1.200
1.827,-1.262
1.853,-1.307
1.891,-1.367
1.921,-1.421
1.957,-1.478
1.986,-1.536
2.019,-1.587
