0.153,-0.146
0.172,-0.135
0.203,-0.123
0.251,-0.104
0.289,-0.09004
0.33,-0.08538
0.369,-0.0784
0.381,-0.07375
0.449,-0.06561
0.488,-0.06444
0.521,-0.06561
0.565,-0.06677
0.607,-0.06444
0.642,-0.06677
0.682,-0.0784
0.724,-0.08771
0.754,-0.0912
0.794,-0.09818
0.837,-0.116
0.87,-0.127
0.906,-0.142
0.943,-0.159
0.979,-0.175
1.014,-0.196
1.051,-0.214
1.088,-0.235
1.123,-0.259
1.157,-0.278
1.194,-0.303
1.231,-0.337
1.266,-0.361
1.305,-0.394
1.334,-0.419
1.371,-0.453
1.409,-0.487
1.444,-0.52
1.455,-0.531
1.511,-0.591
1.558,-0.638
1.586,-0.673
1.615,-0.707
1.636,-0.74
1.68,-0.787
1.726,-0.831
1.762,-0.88
1.792,-0.919
1.819,-0.957
1.865,-1.014
1.898,-1.061
1.933,-1.108
1.964,-1.156
2.007,-1.221
2.043,-1.277
2.076,-1.324
2.122,-1.393
2.156,-1.442
2.188,-1.502
2.228,-1.563
2.264,-1.62
2.291,-1.679
2.347,-1.728
