-0.02675,0.08625
-0.01195,0.09611
0.02424,0.113
0.06536,0.126
0.105,0.139
0.144,0.152
0.19,0.159
0.228,0.167
0.278,0.172
0.31,0.173
0.353,0.18
0.394,0.182
0.435,0.177
0.468,0.182
0.509,0.172
0.551,0.165
0.592,0.157
0.628,0.152
0.677,0.137
0.705,0.129
0.727,0.122
0.784,0.103
0.82,0.08296
0.861,0.0698
0.899,0.04348
0.934,0.02703
0.972,0.004007
1.006,-0.01409
1.042,-0.03876
1.085,-0.05849
1.118,-0.08646
1.159,-0.116
1.192,-0.137
1.228,-0.172
1.268,-0.203
1.302,-0.231
1.333,-0.256
1.363,-0.285
1.401,-0.318
1.437,-0.355
1.465,-0.386
1.511,-0.427
1.544,-0.457
1.567,-0.496
1.615,-0.535
1.653,-0.575
1.684,-0.618
1.713,-0.657
1.758,-0.703
1.764,-0.718
1.827,-0.8
1.86,-0.838
1.898,-0.886
1.934,-0.935
1.962,-0.985
2.001,-1.044
2.026,-1.085
2.062,-1.133
2.11,-1.2
2.148,-1.258
2.177,-1.307
2.213,-1.363
2.251,-1.429
2.287,-1.481
