0.01892,-0.01061
0.02077,-0.005999
0.21,0.05307
0.386,0.06866
0.524,0.05415
0.621,0.03343
0.694,0.006485
0.737,-0.01424
0.776,-0.03186
0.814,-0.05154
0.847,-0.07123
0.875,-0.08885
0.913,-0.114
0.955,-0.14
0.99,-0.166
1.023,-0.192
1.059,-0.225
1.089,-0.249
1.123,-0.28
1.16,-0.317
1.192,-0.346
1.228,-0.385
1.261,-0.424
1.296,-0.46
1.329,-0.494
1.363,-0.534
1.372,-0.549
1.422,-0.608
1.464,-0.662
1.499,-0.709
1.53,-0.752
1.561,-0.795
1.593,-0.84
1.63,-0.89
1.664,-0.939
1.698,-0.989
1.721,-1.031
1.763,-1.09
1.79,-1.142
1.83,-1.205
1.867,-1.266
1.901,-1.325
1.936,-1.38
1.969,-1.443
2.003,-1.501
2.036,-1.56
2.057,-1.597
