0.05901,0.29
0.073,0.302
0.112,0.32
0.16,0.337
0.208,0.363
0.258,0.377
0.307,0.393
0.362,0.412
0.411,0.416
0.461,0.426
0.509,0.435
0.528,0.44
0.615,0.453
0.661,0.451
0.706,0.454
0.762,0.454
0.803,0.447
0.851,0.445
0.898,0.445
0.949,0.437
0.997,0.43
1.038,0.42
1.087,0.412
1.132,0.403
1.18,0.389
1.23,0.378
1.271,0.363
1.32,0.346
1.364,0.331
1.411,0.313
1.455,0.293
1.5,0.274
1.545,0.25
1.592,0.228
1.635,0.207
1.681,0.184
1.725,0.157
1.774,0.13
1.816,0.101
1.86,0.07405
1.875,0.06469
1.949,0.01169
1.992,-0.01871
2.037,-0.05144
2.081,-0.08106
2.125,-0.119
2.168,-0.155
2.21,-0.186
2.256,-0.23
2.296,-0.27
2.343,-0.304
2.373,-0.341
2.398,-0.374
2.448,-0.418
2.515,-0.478
2.563,-0.524
2.599,-0.568
2.637,-0.615
2.68,-0.663
2.719,-0.71
2.764,-0.761
2.807,-0.813
2.861,-0.881
2.906,-0.934
2.943,-0.987
2.997,-1.058
3.032,-1.111
3.077,-1.171
3.127,-1.236
3.169,-1.302
3.203,-1.359
3.247,-1.427
