-0.001218,0.276
-0.001801,0.274
0.115,0.327
0.214,0.367
0.294,0.39
0.347,0.405
0.392,0.413
0.439,0.426
0.489,0.43
0.536,0.439
0.587,0.446
0.631,0.447
0.681,0.445
0.723,0.445
0.772,0.445
0.823,0.444
0.862,0.439
0.91,0.434
0.96,0.425
0.996,0.419
1.051,0.406
1.092,0.398
1.134,0.389
1.181,0.375
1.226,0.359
1.271,0.342
1.315,0.325
1.358,0.308
1.404,0.292
1.444,0.269
1.489,0.252
1.518,0.236
1.577,0.208
1.605,0.192
1.651,0.166
1.696,0.145
1.74,0.113
1.783,0.08854
1.826,0.06142
1.871,0.03079
1.914,-0.001579
1.957,-0.03045
2.003,-0.0637
2.042,-0.09695
2.084,-0.128
2.131,-0.168
2.176,-0.204
2.22,-0.241
2.269,-0.281
2.308,-0.323
2.345,-0.356
2.387,-0.402
2.421,-0.439
2.49,-0.498
2.533,-0.538
2.572,-0.587
2.605,-0.629
2.641,-0.671
2.688,-0.722
2.732,-0.775
2.753,-0.797
2.848,-0.899
2.896,-0.966
2.931,-1.001
2.981,-1.066
3.035,-1.14
3.079,-1.199
3.121,-1.259
3.172,-1.329
3.215,-1.401
3.26,-1.463
3.309,-1.52
