-0.009911,-0.006975
0.003323,0.008465
0.05185,0.02832
0.08935,0.04155
0.136,0.0614
0.18,0.08126
0.228,0.08787
0.242,0.09449
0.321,0.119
0.367,0.13
0.414,0.134
0.458,0.139
0.506,0.141
0.55,0.147
0.581,0.145
0.634,0.147
0.674,0.147
0.72,0.145
0.762,0.141
0.808,0.134
0.846,0.125
0.894,0.121
0.934,0.112
0.978,0.0989
1.018,0.09008
1.062,0.07684
1.102,0.0592
1.144,0.05037
1.183,0.03714
1.223,0.01508
1.265,0.004054
1.305,-0.0158
1.347,-0.04006
1.391,-0.05109
1.424,-0.07535
1.466,-0.0952
1.483,-0.108
1.545,-0.144
1.585,-0.17
1.622,-0.197
1.669,-0.219
1.711,-0.252
1.748,-0.28
1.792,-0.309
1.832,-0.34
1.867,-0.375
1.909,-0.413
1.951,-0.442
1.988,-0.47
2.026,-0.503
2.075,-0.545
2.11,-0.585
2.147,-0.625
2.185,-0.664
2.227,-0.706
2.273,-0.746
2.317,-0.797
2.355,-0.836
2.39,-0.885
2.436,-0.929
2.478,-0.98
2.52,-1.037
2.56,-1.081
2.597,-1.134
2.635,-1.183
2.661,-1.218
2.727,-1.308
2.769,-1.366
2.802,-1.421
2.847,-1.476
2.891,-1.544
2.93,-1.611
2.961,-1.663
