0.07013,0.253
0.07261,0.253
0.08252,0.255
0.102,0.268
0.157,0.297
0.201,0.312
0.246,0.334
0.291,0.347
0.34,0.362
0.39,0.372
0.437,0.381
0.486,0.394
0.538,0.401
0.583,0.409
0.642,0.409
0.682,0.416
0.729,0.419
0.773,0.416
0.825,0.421
0.867,0.414
0.924,0.404
0.964,0.401
1.011,0.399
1.053,0.386
1.108,0.377
1.15,0.369
1.189,0.349
1.236,0.344
1.291,0.329
1.33,0.32
1.363,0.3
1.42,0.282
1.459,0.26
1.514,0.245
1.561,0.221
1.603,0.196
1.652,0.171
1.697,0.149
1.744,0.121
1.789,0.09671
1.838,0.067
1.873,0.04224
1.917,0.01005
1.964,-0.01224
2.006,-0.05185
2.051,-0.08404
2.098,-0.126
2.138,-0.151
2.187,-0.191
2.234,-0.23
2.281,-0.272
2.331,-0.312
2.375,-0.356
2.418,-0.396
2.455,-0.431
2.504,-0.485
2.554,-0.532
2.591,-0.574
2.645,-0.631
2.653,-0.646
2.722,-0.728
2.772,-0.787
2.826,-0.832
2.858,-0.891
2.915,-0.951
2.96,-1.01
3.009,-1.079
3.059,-1.149
3.096,-1.203
3.141,-1.27
3.185,-1.337
3.235,-1.414
3.274,-1.478
3.316,-1.547
